Days for shipping (real),Days for shipment (scheduled),Delivery Status,Shipping Mode,shipping date (DateOrders),Ship Id
3,4,Advance shipping,Standard Class,6/28/2016 17:38,192721
4,4,Shipping on time,Standard Class,7/4/2016 3:05,794777
2,4,Advance shipping,Standard Class,5/11/2016 6:39,904576
6,4,Late delivery,Standard Class,7/13/2016 3:57,862365
5,4,Late delivery,Standard Class,7/16/2016 3:57,333204
3,4,Shipping canceled,Standard Class,4/23/2016 5:49,466183
6,4,Shipping canceled,Standard Class,6/25/2016 15:32,839879
3,4,Shipping canceled,Standard Class,8/15/2016 4:15,923277
2,4,Shipping canceled,Standard Class,5/20/2016 0:52,359648
2,4,Shipping canceled,Standard Class,7/22/2016 16:22,108141
6,4,Shipping canceled,Standard Class,7/11/2016 1:09,467754
6,4,Late delivery,Standard Class,10/15/2016 7:40,570593
6,4,Late delivery,Standard Class,9/6/2016 20:31,144164
3,4,Advance shipping,Standard Class,12/10/2016 23:32,742989
2,4,Advance shipping,Standard Class,12/7/2016 22:08,159679
6,4,Late delivery,Standard Class,10/2/2016 16:37,401176
3,4,Shipping canceled,Standard Class,9/11/2015 7:00,568404
4,4,Shipping on time,Standard Class,8/18/2015 18:46,738232
4,4,Shipping on time,Standard Class,10/3/2015 16:36,427766
2,4,Advance shipping,Standard Class,8/14/2015 11:46,375559
6,4,Late delivery,Standard Class,9/3/2015 11:03,273375
5,4,Late delivery,Standard Class,10/1/2016 19:47,792621
2,4,Advance shipping,Standard Class,9/15/2015 11:01,753754
4,4,Shipping on time,Standard Class,9/9/2017 19:18,696096
4,4,Shipping on time,Standard Class,10/6/2015 2:25,942983
3,4,Advance shipping,Standard Class,3/14/2017 11:29,532894
6,4,Late delivery,Standard Class,4/14/2017 6:11,439265
3,4,Advance shipping,Standard Class,6/19/2017 15:02,340464
4,4,Shipping on time,Standard Class,3/8/2017 1:10,973290
2,4,Advance shipping,Standard Class,2/27/2015 4:18,516705
4,4,Shipping on time,Standard Class,3/17/2017 9:23,251831
6,4,Late delivery,Standard Class,5/17/2017 16:29,752040
6,4,Late delivery,Standard Class,4/20/2015 13:20,473009
2,4,Advance shipping,Standard Class,5/18/2015 21:42,222994
2,4,Advance shipping,Standard Class,2/1/2017 14:42,707777
6,4,Shipping canceled,Standard Class,1/27/2015 15:23,148363
4,4,Shipping canceled,Standard Class,5/26/2017 9:17,648598
6,4,Shipping canceled,Standard Class,10/1/2016 10:51,774692
2,4,Shipping canceled,Standard Class,2/15/2016 0:07,130135
2,4,Advance shipping,Standard Class,3/2/2016 20:46,591463
5,4,Late delivery,Standard Class,2/28/2016 1:10,190779
2,4,Advance shipping,Standard Class,3/30/2016 16:11,842758
4,4,Shipping on time,Standard Class,1/4/2016 0:32,820627
2,4,Advance shipping,Standard Class,3/8/2016 22:10,716143
4,4,Shipping on time,Standard Class,12/25/2016 4:56,663733
5,4,Late delivery,Standard Class,11/21/2015 17:35,819083
6,4,Late delivery,Standard Class,10/4/2016 14:10,999380
5,4,Late delivery,Standard Class,10/24/2016 16:04,145622
4,4,Shipping on time,Standard Class,1/31/2016 2:25,307313
4,4,Shipping on time,Standard Class,1/27/2016 7:20,785068
3,4,Advance shipping,Standard Class,12/26/2015 22:16,555352
5,4,Shipping canceled,Standard Class,11/5/2015 5:42,393939
2,4,Shipping canceled,Standard Class,1/2/2016 15:36,135536
2,4,Shipping canceled,Standard Class,2/10/2016 15:01,689568
3,4,Shipping canceled,Standard Class,4/17/2016 11:25,184556
2,4,Advance shipping,Standard Class,12/10/2016 4:26,404985
4,4,Shipping on time,Standard Class,6/22/2016 17:49,471305
6,4,Late delivery,Standard Class,11/6/2016 10:27,843472
5,4,Shipping canceled,Standard Class,9/1/2015 18:56,309114
4,4,Shipping on time,Standard Class,6/21/2015 11:09,440635
5,4,Late delivery,Standard Class,10/6/2015 7:30,226710
5,4,Late delivery,Standard Class,6/29/2017 0:39,114666
4,4,Shipping on time,Standard Class,8/19/2015 12:17,839836
6,4,Late delivery,Standard Class,7/12/2017 19:33,115178
0,0,Shipping on time,Same Day,5/31/2017 22:09,413945
1,0,Late delivery,Same Day,4/11/2015 3:27,113888
1,0,Late delivery,Same Day,5/14/2015 10:14,385474
1,0,Late delivery,Same Day,1/29/2017 9:00,505125
0,0,Shipping on time,Same Day,1/7/2015 23:54,696945
0,0,Shipping on time,Same Day,2/20/2015 16:50,997513
1,0,Late delivery,Same Day,5/26/2015 7:46,297978
1,0,Late delivery,Same Day,5/6/2015 2:11,115804
1,0,Late delivery,Same Day,5/31/2017 2:53,371966
0,0,Shipping on time,Same Day,10/6/2016 13:12,315528
1,0,Late delivery,Same Day,2/5/2016 1:16,889269
0,0,Shipping on time,Same Day,11/18/2017 20:41,391855
1,0,Late delivery,Same Day,12/2/2017 5:15,687918
1,0,Late delivery,Same Day,4/2/2016 2:25,540081
1,0,Late delivery,Same Day,11/10/2015 9:59,485195
0,0,Shipping on time,Same Day,12/19/2015 19:12,176761
0,0,Shipping on time,Same Day,12/18/2015 21:50,559344
1,0,Late delivery,Same Day,12/15/2017 5:45,442479
1,0,Late delivery,Same Day,3/13/2016 0:21,468353
1,0,Late delivery,Same Day,1/27/2018 9:01,300615
1,0,Late delivery,Same Day,12/27/2017 6:47,589207
1,0,Late delivery,Same Day,3/25/2016 0:20,820637
1,0,Late delivery,Same Day,3/4/2016 2:17,836255
1,0,Late delivery,Same Day,12/22/2015 8:10,407341
0,0,Shipping on time,Same Day,12/15/2017 14:31,115713
0,0,Shipping on time,Same Day,1/5/2016 13:24,905891
1,0,Late delivery,Same Day,1/8/2016 6:55,346841
1,0,Late delivery,Same Day,1/29/2018 6:55,590422
1,0,Late delivery,Same Day,12/14/2015 11:41,327276
0,0,Shipping on time,Same Day,1/2/2018 20:06,786774
1,0,Late delivery,Same Day,3/24/2016 3:18,881934
1,0,Late delivery,Same Day,11/5/2015 10:52,708049
1,0,Late delivery,Same Day,1/21/2018 7:17,531739
0,0,Shipping on time,Same Day,1/20/2018 23:13,841082
0,0,Shipping on time,Same Day,12/10/2017 12:35,903121
1,0,Late delivery,Same Day,11/27/2017 10:41,182226
0,0,Shipping on time,Same Day,1/6/2018 17:17,632969
1,0,Late delivery,Same Day,12/21/2017 5:45,960375
1,0,Late delivery,Same Day,11/12/2017 2:49,966957
1,0,Late delivery,Same Day,1/25/2018 6:34,871513
1,0,Late delivery,Same Day,4/27/2016 7:28,485980
1,0,Late delivery,Same Day,6/3/2016 6:32,253477
1,0,Late delivery,Same Day,8/11/2016 2:04,397388
0,0,Shipping on time,Same Day,6/5/2016 19:51,718117
0,0,Shipping on time,Same Day,6/21/2016 18:46,472687
1,0,Late delivery,Same Day,9/15/2015 8:39,973345
0,0,Shipping on time,Same Day,7/25/2015 23:48,122427
0,0,Shipping on time,Same Day,12/16/2015 17:59,707790
0,0,Shipping on time,Same Day,11/2/2015 17:42,662456
1,0,Late delivery,Same Day,1/23/2016 3:13,624597
0,0,Shipping on time,Same Day,2/17/2016 22:38,591794
0,0,Shipping on time,Same Day,10/20/2016 19:08,942423
0,0,Shipping on time,Same Day,7/24/2016 12:15,533001
1,0,Late delivery,Same Day,7/14/2016 9:27,427333
1,0,Late delivery,Same Day,10/19/2015 3:00,693939
0,0,Shipping on time,Same Day,3/20/2015 15:02,738161
0,0,Shipping on time,Same Day,2/22/2017 18:26,461558
1,0,Late delivery,Same Day,4/26/2017 7:18,261394
1,0,Late delivery,Same Day,6/7/2016 11:47,284256
0,0,Shipping on time,Same Day,5/16/2016 16:43,312048
1,0,Late delivery,Same Day,8/17/2016 1:00,866109
1,0,Late delivery,Same Day,9/26/2016 5:30,811503
1,0,Late delivery,Same Day,12/24/2016 7:39,559691
0,0,Shipping on time,Same Day,2/25/2016 15:37,948851
1,0,Late delivery,Same Day,2/19/2017 2:51,971456
6,2,Late delivery,Second Class,12/16/2016 17:24,265451
5,2,Late delivery,Second Class,11/19/2016 8:40,920656
5,2,Late delivery,Second Class,9/15/2016 20:09,429668
3,2,Late delivery,Second Class,9/23/2016 14:11,104769
2,2,Shipping on time,Second Class,6/24/2017 23:05,176032
2,2,Shipping on time,Second Class,9/12/2015 11:12,331031
3,2,Late delivery,Second Class,10/30/2017 18:10,309017
4,2,Late delivery,Second Class,10/30/2017 9:14,221023
6,2,Late delivery,Second Class,10/17/2017 12:35,980237
4,2,Late delivery,Second Class,10/16/2017 7:09,273269
3,2,Late delivery,Second Class,11/2/2017 7:29,825074
6,2,Late delivery,Second Class,10/23/2017 19:14,956538
2,2,Shipping on time,Second Class,11/3/2017 20:26,138555
3,2,Late delivery,Second Class,10/20/2017 18:11,162021
4,2,Late delivery,Second Class,8/23/2015 2:07,468858
5,2,Late delivery,Second Class,9/23/2015 21:42,423119
5,2,Late delivery,Second Class,7/23/2017 21:59,391420
4,2,Late delivery,Second Class,6/12/2015 2:55,549741
4,2,Late delivery,Second Class,8/7/2017 0:15,293452
6,2,Late delivery,Second Class,9/25/2016 19:58,922919
6,2,Late delivery,Second Class,11/13/2017 16:14,502118
6,2,Late delivery,Second Class,7/7/2017 20:26,826850
5,2,Late delivery,Second Class,10/27/2015 6:14,224285
5,2,Late delivery,Second Class,10/30/2017 21:20,742367
6,2,Late delivery,Second Class,10/29/2017 18:53,261483
5,2,Late delivery,Second Class,7/30/2015 17:24,828493
3,2,Late delivery,Second Class,8/29/2015 7:12,153447
4,2,Late delivery,Second Class,10/25/2017 22:23,488495
4,2,Late delivery,Second Class,9/6/2015 2:27,841875
2,2,Shipping on time,Second Class,8/10/2015 13:10,697269
5,2,Late delivery,Second Class,9/1/2015 4:55,233755
2,2,Shipping on time,Second Class,7/7/2017 15:53,559240
6,2,Late delivery,Second Class,9/27/2016 10:30,316796
2,2,Shipping on time,Second Class,10/24/2016 6:05,188624
6,2,Late delivery,Second Class,10/25/2017 13:17,709844
2,2,Shipping on time,Second Class,11/6/2017 23:46,270662
5,2,Late delivery,Second Class,8/15/2015 8:16,536799
2,2,Shipping on time,Second Class,6/22/2017 16:46,209255
4,2,Late delivery,Second Class,10/29/2017 6:58,322982
3,2,Late delivery,Second Class,9/5/2017 3:21,373670
6,2,Late delivery,Second Class,7/6/2015 20:25,811424
3,2,Late delivery,Second Class,6/4/2015 7:40,550109
3,2,Late delivery,Second Class,11/17/2016 21:59,492941
3,2,Late delivery,Second Class,7/31/2017 21:17,274907
5,2,Late delivery,Second Class,9/9/2015 9:06,633131
3,2,Late delivery,Second Class,7/15/2015 1:07,607446
4,2,Late delivery,Second Class,8/14/2017 16:11,221490
6,2,Late delivery,Second Class,7/19/2015 21:58,504544
4,2,Late delivery,Second Class,6/7/2015 0:18,626142
5,2,Late delivery,Second Class,8/15/2015 15:16,343803
6,2,Late delivery,Second Class,10/25/2015 8:31,984454
2,2,Shipping on time,Second Class,6/28/2017 16:25,394964
4,2,Late delivery,Second Class,8/14/2015 14:55,788238
2,2,Shipping on time,Second Class,9/21/2017 6:40,553175
4,2,Late delivery,Second Class,8/5/2015 10:12,594412
4,2,Late delivery,Second Class,9/10/2017 12:49,281316
2,2,Shipping on time,Second Class,6/9/2015 12:13,684495
3,2,Late delivery,Second Class,10/4/2015 12:03,749242
2,2,Shipping on time,Second Class,9/11/2015 17:41,516866
5,2,Late delivery,Second Class,7/28/2017 3:35,115261
6,2,Late delivery,Second Class,7/27/2015 17:24,398940
2,2,Shipping on time,Second Class,6/18/2015 8:10,949804
2,2,Shipping on time,Second Class,6/27/2017 17:39,454532
3,2,Late delivery,Second Class,7/13/2015 22:51,702380
2,2,Shipping on time,Second Class,8/27/2015 22:05,441223
3,2,Late delivery,Second Class,9/7/2017 20:10,844099
4,2,Late delivery,Second Class,9/21/2015 8:34,226905
3,2,Late delivery,Second Class,7/15/2015 9:53,417328
5,2,Late delivery,Second Class,6/21/2015 0:28,992636
6,2,Late delivery,Second Class,9/29/2017 11:55,351060
6,2,Late delivery,Second Class,10/9/2017 20:39,273978
3,2,Late delivery,Second Class,11/12/2017 9:13,892528
4,2,Late delivery,Second Class,11/12/2017 23:03,827160
3,2,Late delivery,Second Class,11/11/2017 10:27,297817
6,2,Late delivery,Second Class,10/15/2017 15:03,834538
4,2,Late delivery,Second Class,4/24/2017 4:46,121120
4,2,Late delivery,Second Class,4/20/2017 0:55,524648
3,2,Late delivery,Second Class,2/2/2015 13:47,256111
6,2,Late delivery,Second Class,5/19/2015 12:46,715391
2,2,Shipping on time,Second Class,4/22/2017 9:20,942386
4,2,Late delivery,Second Class,2/21/2017 12:34,799779
4,2,Late delivery,Second Class,2/12/2015 17:06,393803
4,2,Late delivery,Second Class,1/28/2015 23:15,330224
3,2,Late delivery,Second Class,1/31/2017 15:45,595156
2,2,Shipping on time,Second Class,4/19/2015 8:15,760633
3,2,Late delivery,Second Class,4/28/2017 22:49,747341
5,2,Late delivery,Second Class,4/9/2017 3:45,894420
6,2,Late delivery,Second Class,1/15/2015 12:36,419933
3,2,Late delivery,Second Class,5/12/2015 9:37,432870
5,2,Late delivery,Second Class,1/11/2015 5:25,449882
5,2,Late delivery,Second Class,5/4/2017 2:50,756525
6,2,Late delivery,Second Class,2/5/2015 14:50,209455
6,2,Late delivery,Second Class,5/26/2017 15:56,923800
3,2,Late delivery,Second Class,3/9/2017 8:52,507403
4,2,Late delivery,Second Class,3/27/2015 13:22,556738
3,2,Late delivery,Second Class,6/6/2017 20:29,767230
6,2,Late delivery,Second Class,1/14/2015 1:34,893216
5,2,Late delivery,Second Class,4/11/2017 3:02,739274
2,2,Shipping on time,Second Class,5/26/2015 8:23,101265
4,2,Late delivery,Second Class,1/19/2015 13:17,941647
4,2,Late delivery,Second Class,4/23/2017 18:16,867702
4,2,Late delivery,Second Class,5/24/2015 10:29,792689
4,2,Late delivery,Second Class,6/21/2017 0:08,637979
5,2,Late delivery,Second Class,3/4/2017 19:55,694948
5,2,Late delivery,Second Class,2/3/2017 18:43,131807
4,2,Late delivery,Second Class,6/5/2017 9:16,920132
4,2,Late delivery,Second Class,4/22/2015 11:14,859042
2,2,Shipping on time,Second Class,4/14/2015 16:08,207536
5,2,Late delivery,Second Class,3/31/2015 1:17,291402
4,2,Late delivery,Second Class,2/8/2015 8:00,483586
2,2,Shipping on time,Second Class,4/4/2015 17:54,282162
5,2,Late delivery,Second Class,3/12/2015 0:05,802553
6,2,Late delivery,Second Class,3/16/2015 3:45,614588
3,2,Late delivery,Second Class,3/10/2015 22:09,535004
3,2,Late delivery,Second Class,3/24/2015 1:27,501616
4,2,Late delivery,Second Class,2/9/2015 13:47,520099
4,2,Late delivery,Second Class,3/16/2017 3:36,194021
3,2,Late delivery,Second Class,3/3/2015 11:28,337070
6,2,Late delivery,Second Class,4/14/2017 13:12,392598
5,2,Late delivery,Second Class,5/30/2015 13:27,289513
2,2,Shipping on time,Second Class,3/25/2017 17:25,782604
3,2,Late delivery,Second Class,3/11/2015 12:10,997982
2,2,Shipping on time,Second Class,5/17/2015 22:56,968145
6,2,Late delivery,Second Class,5/13/2015 11:23,120487
2,2,Shipping on time,Second Class,1/25/2015 13:16,974731
2,2,Shipping on time,Second Class,3/24/2017 20:24,943988
6,2,Late delivery,Second Class,5/28/2015 10:29,915245
3,2,Late delivery,Second Class,3/13/2017 10:58,228962
2,2,Shipping on time,Second Class,11/29/2015 3:02,577465
4,2,Late delivery,Second Class,2/8/2016 3:07,715504
2,2,Shipping on time,Second Class,12/12/2016 1:59,854442
6,2,Late delivery,Second Class,2/2/2018 23:39,736651
2,2,Shipping on time,Second Class,1/25/2018 9:38,194066
3,2,Late delivery,Second Class,12/13/2017 14:57,607289
5,2,Late delivery,Second Class,12/3/2017 7:37,941717
5,2,Late delivery,Second Class,12/26/2017 3:54,579472
4,2,Late delivery,Second Class,12/27/2017 16:52,706161
4,2,Late delivery,Second Class,12/3/2017 13:03,241763
3,2,Late delivery,Second Class,12/4/2017 20:45,545233
5,2,Late delivery,Second Class,1/15/2018 3:53,368243
5,2,Late delivery,Second Class,12/6/2017 19:42,430721
6,2,Late delivery,Second Class,1/15/2018 1:57,951754
2,2,Shipping on time,Second Class,12/3/2017 11:38,764298
6,2,Late delivery,Second Class,1/15/2018 12:28,997036
5,2,Late delivery,Second Class,11/25/2017 8:41,266105
4,2,Late delivery,Second Class,11/9/2015 6:13,478224
2,2,Shipping on time,Second Class,12/20/2015 10:32,580133
6,2,Late delivery,Second Class,3/3/2016 15:21,510180
3,2,Late delivery,Second Class,2/25/2016 20:57,111941
2,2,Shipping on time,Second Class,12/23/2017 15:07,144350
4,2,Late delivery,Second Class,12/19/2015 0:54,464659
3,2,Late delivery,Second Class,12/7/2016 7:57,945341
4,2,Late delivery,Second Class,12/3/2015 3:02,451342
2,2,Shipping on time,Second Class,1/28/2016 18:43,496693
3,2,Late delivery,Second Class,9/19/2016 20:50,144994
5,2,Late delivery,Second Class,2/5/2018 20:08,444522
6,2,Late delivery,Second Class,12/19/2017 8:49,971794
4,2,Late delivery,Second Class,2/17/2016 4:20,791392
3,2,Late delivery,Second Class,2/22/2016 3:37,814070
6,2,Late delivery,Second Class,9/30/2016 20:50,254870
6,2,Late delivery,Second Class,12/27/2017 13:01,147781
2,2,Shipping on time,Second Class,12/25/2015 18:25,733867
3,2,Late delivery,Second Class,4/2/2016 5:19,507792
2,2,Shipping on time,Second Class,11/11/2015 5:52,461221
5,2,Late delivery,Second Class,3/23/2016 17:14,845617
3,2,Late delivery,Second Class,12/25/2017 7:14,459255
4,2,Late delivery,Second Class,1/8/2016 13:08,690531
2,2,Shipping on time,Second Class,12/29/2017 18:16,244256
5,2,Late delivery,Second Class,2/4/2016 16:36,906263
3,2,Late delivery,Second Class,1/30/2018 19:06,272219
5,2,Late delivery,Second Class,12/27/2017 6:11,351547
3,2,Late delivery,Second Class,11/14/2015 0:15,582225
5,2,Late delivery,Second Class,2/21/2016 8:00,399815
6,2,Late delivery,Second Class,12/22/2015 23:09,171101
5,2,Late delivery,Second Class,12/28/2015 0:12,942601
5,2,Late delivery,Second Class,9/27/2016 17:41,327918
6,2,Late delivery,Second Class,9/14/2016 14:12,530996
2,2,Shipping on time,Second Class,12/19/2017 9:31,824273
5,2,Late delivery,Second Class,1/14/2016 14:22,723693
3,2,Late delivery,Second Class,10/31/2016 11:19,530504
5,2,Late delivery,Second Class,1/11/2017 11:55,698280
3,2,Late delivery,Second Class,12/13/2016 16:21,186935
5,2,Late delivery,Second Class,1/24/2016 12:36,434647
3,2,Late delivery,Second Class,2/12/2016 21:09,594540
2,2,Shipping on time,Second Class,1/13/2016 17:52,866888
5,2,Late delivery,Second Class,3/21/2016 2:11,314032
2,2,Shipping on time,Second Class,1/23/2016 14:21,160063
5,2,Late delivery,Second Class,11/19/2017 23:03,246015
3,2,Late delivery,Second Class,11/19/2017 18:09,797704
5,2,Late delivery,Second Class,1/20/2017 16:39,636199
2,2,Shipping on time,Second Class,12/7/2015 23:00,925431
6,2,Late delivery,Second Class,1/7/2018 20:32,343146
4,2,Late delivery,Second Class,1/5/2018 19:50,341769
6,2,Late delivery,Second Class,11/23/2017 23:13,371597
3,2,Late delivery,Second Class,1/14/2016 23:28,904192
4,2,Late delivery,Second Class,11/22/2017 17:47,443498
6,2,Late delivery,Second Class,12/27/2015 22:16,103152
3,2,Late delivery,Second Class,11/24/2015 14:15,315670
4,2,Late delivery,Second Class,3/22/2016 8:08,172568
4,2,Late delivery,Second Class,12/22/2015 23:30,727415
4,2,Late delivery,Second Class,3/19/2016 1:18,294862
5,2,Late delivery,Second Class,11/8/2015 9:01,544392
3,2,Late delivery,Second Class,12/22/2016 12:18,786958
3,2,Late delivery,Second Class,11/5/2015 7:48,797251
5,2,Late delivery,Second Class,2/28/2016 20:26,375769
4,2,Late delivery,Second Class,12/20/2017 14:57,298987
5,2,Late delivery,Second Class,12/2/2017 14:06,325946
4,2,Late delivery,Second Class,1/3/2018 20:32,518537
5,2,Late delivery,Second Class,1/30/2018 11:44,982988
6,2,Late delivery,Second Class,1/25/2018 10:42,675235
2,2,Shipping on time,Second Class,12/10/2017 18:49,489166
6,2,Late delivery,Second Class,1/28/2018 14:01,491763
3,2,Late delivery,Second Class,11/30/2017 18:39,864721
2,2,Shipping on time,Second Class,1/1/2018 12:50,915090
5,2,Late delivery,Second Class,1/4/2018 19:08,230103
2,2,Shipping on time,Second Class,1/24/2018 19:38,812158
5,2,Late delivery,Second Class,1/23/2018 8:04,727470
6,2,Late delivery,Second Class,12/4/2017 13:13,135761
4,2,Late delivery,Second Class,1/29/2018 9:38,934773
6,2,Late delivery,Second Class,1/27/2018 17:00,301219
